Scenario,Global,Year,Marea,UzaNameLookup,UrbanLdvDvmt,UrbanHvyTrkDvmt,LdvFwyDvmtProp,LdvArtDvmtProp,LdvOthDvmtProp,HvyTrkFwyDvmtProp,HvyTrkArtDvmtProp,HvyTrkOthDvmtProp,BusFwyDvmtProp,BusArtDvmtProp,BusOthDvmtProp,ComSvcDvmtHhDvmtFactor,ComSvcDvmtIncomeFactor,HvyTrkDvmtIncomeFactor,ComSvcDvmtPopulationFactor,HvyTrkDvmtPopulationFactor,LdvUrbanRoadProp,LambdaAdj
SayedMM,Global,,HYPO,Medford/OR,543530.858911441,49981.7050146003,0.427137881,0.436718841,0.136143278,0.882511403,0.106912757,0.01057584,0.413387622,0.466903759,0.119708619,0.0564916876848892,1.19705550395678e-05,6.23361912189407e-05,0.357496406519898,1.79978052697419,2.21720491834704,0.131335978881656
