Scenario,Global,Year,StateAbbrLookup,HvyTrkDvmtGrowthBasis,HvyTrkDvmt,ComSvcDvmtGrowthBasis,HvyTrkDvmtIncomeFactor,HvyTrkDvmtPopulationFactor
SayedMM,Global,,,Income,65951.1576304423,Population,6.02645829842423e-05,1.79978052697419
