Scenario,Global,Year,Marea,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi,FwyLaneMi,ArtLaneMi,CENSUS_R,TransitEthanolPropGasoline,TransitBiodieselPropDiesel,TransitRngPropCng,VanPropDiesel,VanPropGasoline,VanPropCng,BusPropDiesel,BusPropGasoline,BusPropCng,RailPropDiesel,RailPropGasoline,VanPropIcev,VanPropHev,VanPropBev,BusPropIcev,BusPropHev,BusPropBev,RailPropIcev,RailPropHev,RailPropEv,RampMeterDeployProp,IncidentMgtDeployProp,SignalCoordDeployProp,AccessMgtDeployProp,OtherFwyOpsDeployProp,OtherArtOpsDeployProp,FwyNoneCongChg,FwyModCongChg,FwyHvyCongChg,FwySevCongChg,FwyExtCongChg,ArtNoneCongChg,ArtModCongChg,ArtHvyCongChg,ArtSevCongChg,ArtExtCongChg,FwySmooth,ArtSmooth,LdvEcoDrive,HvyTrkEcoDrive,UrbanPop,TownPop,RuralPop,UrbanIncome,TownIncome,RuralIncome,TranRevMiPC,VanDvmt,BusDvmt,RailDvmt,FwyLaneMiPC,UrbanHhDvmt,TownHhDvmt,RuralHhDvmt,TransitVanFuelCI,TransitBusFuelCI,TransitRailFuelCI,ComSvcUrbanDvmt,ComSvcTownDvmt,ComSvcRuralDvmt,HvyTrkUrbanDvmt,LdvFwyArtDvmt,LdvOthDvmt,HvyTrkFwyDvmt,HvyTrkArtDvmt,HvyTrkOthDvmt,BusFwyDvmt,BusArtDvmt,BusOthDvmt,UrbanHhPropUrbanDvmt,NonUrbanHhPropUrbanDvmt,LdvFwyDvmt,LdvArtDvmt,LdvAveSpeed,HvyTrkAveSpeed,BusAveSpeed,NonUrbanAveSpeed,LdvTotDelay,HvyTrkTotDelay,BusTotDelay,AveCongPrice,FwyDvmtPropNoneCong,FwyDvmtPropModCong,FwyDvmtPropHvyCong,FwyDvmtPropSevCong,FwyDvmtPropExtCong,ArtDvmtPropNoneCong,ArtDvmtPropModCong,ArtDvmtPropHvyCong,ArtDvmtPropSevCong,ArtDvmtPropExtCong,FwyNoneCongSpeed,FwyModCongSpeed,FwyHvyCongSpeed,FwySevCongSpeed,FwyExtCongSpeed,ArtNoneCongSpeed,ArtModCongSpeed,ArtHvyCongSpeed,ArtSevCongSpeed,ArtExtCongSpeed,OthSpd,LdvSpdSmoothFactor,HvyTrkSpdSmoothFactor,BusSpdSmoothFactor,LdvEcoDriveFactor,HvyTrkEcoDriveFactor,BusEcoDriveFactor,LdIceFactor,LdHevFactor,LdEvFactor,LdFcvFactor,HdIceFactor,ComSvcUrbanGGE,ComSvcNonUrbanGGE,HvyTrkUrbanGGE,ComSvcUrbanKWH,ComSvcNonUrbanKWH,HvyTrkUrbanKWH,ComSvcUrbanCO2e,ComSvcNonUrbanCO2e,HvyTrkUrbanCO2e,ComSvcAveUrbanAutoCO2eRate,ComSvcAveUrbanLtTrkCO2eRate,HvyTrkAveUrbanCO2eRate,BusGGE,RailGGE,VanGGE,BusKWH,RailKWH,VanKWH,BusCO2e,RailCO2e,VanCO2e,BusCO2eRate,RailCO2eRate,VanCO2eRate
SayedMM,,2019,HYPO,281.202739726027,0,569.649315068493,0,0,0,0,0,18,32,S,0.11,0.07,0.84,0,1,0,0.817,0,0.183,1,0,1,0,0,0.97958,0.02042,0,0,0,1,0,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.1,0.01,0.01,27771,0,8873,801808773.318403,0,292551369.316067,8.16748645369669,328.154485706504,661.360191409031,0,0.000648158150588744,175934.953483314,0,52405.649824748,96.7792009774699,90.0067319402956,97.8650413879282,10096.8794324565,0,3003.21888805859,49981.7050146003,469532.786085082,73998.0728263591,44109.424616767,5343.68188267164,528.59851516161,273.398116812044,308.791559421836,79.1705151751507,1,1,232163.196685178,237369.589399904,33.9133455623657,45.0158257911577,33.6729399547334,,3292.4201351499,310.822709303574,4.10884421374872,0,0.391320732062902,0.165781296343521,0.148644929249518,0.193520025257002,0.100733017087057,0.262296923121485,0.172728886483725,0.200071166758277,0.160718910807123,0.204184112829391,59.9999520000384,50.7103314589213,44.6076374825531,35.1423858634381,24.4257187597321,29.9999760000192,24.8846722032914,23.529706759778,22.3445934885357,20.6880684489533,19.9999840000128,1.02965106759849,1.05512514850181,1.04465597276593,1.10086105916405,1.16461233652803,1.15621144000129,0.996140202813801,1.00627295109422,0.999608498809979,0.995104134035799,0.994462740500715,357.79341558654,109.535443207017,7682.40068836995,0,0,0,4279953.54430185,1310271.77663237,90965476.4717711,357.762855498609,487.421461055491,1819.97545792404,146.469533813758,0,34.9844867490942,0,0,0,1599127.50537501,0,410693.982778547,2417.937345107,0,1251.52634099863
