Scenario,Global,Year,DrvPerPrsn15to19,DrvPerPrsn20to29,DrvPerPrsn30to54,DrvPerPrsn55to64,DrvPerPrsn65Plus,CarSvcAutoPropIcev,CarSvcAutoPropHev,CarSvcAutoPropBev,CarSvcLtTrkPropIcev,CarSvcLtTrkPropHev,CarSvcLtTrkPropBev,ComSvcAutoPropIcev,ComSvcAutoPropHev,ComSvcAutoPropBev,ComSvcLtTrkPropIcev,ComSvcLtTrkPropHev,ComSvcLtTrkPropBev,HvyTrkPropIcev,HvyTrkPropHev,HvyTrkPropBev,PropClimateCostPaid,PropOtherExtCostPaid,RoadBaseModCost,RoadPresOpMaintCost,RoadOtherCost,FwyLnMiCost,ArtLnMiCost,HvyTrkPCE,ComSvcLtTrkProp,AveComSvcVehicleAge,HhAutoFuelCI,HhLtTrkFuelCI,CarSvcAutoFuelCI,CarSvcLtTrkFuelCI,ComSvcAutoFuelCI,ComSvcLtTrkFuelCI,HvyTrkFuelCI,HvyTrkUrbanDvmt,HvyTrkNonUrbanDvmt,LdvEcoDriveFactor,HvyTrkEcoDriveFactor,BusEcoDriveFactor,LdIceFactor,LdHevFactor,LdEvFactor,LdFcvFactor,HdIceFactor,ExtraVmtTax,HvyTrkNonUrbanGGE,HvyTrkUrbanGGE,HvyTrkNonUrbanKWH,HvyTrkUrbanKWH,HvyTrkNonUrbanCO2e,HvyTrkUrbanCO2e
SayedMM,,2019,0.40264,0.80856,0.90327,0.94755,0.8699,0.99,0.01,0,1,0,0,0.99,0.01,0,1,0,0,1,0,0,0,0,0.0053024693877551,0.0132561734693878,0.0198842602040816,6495525,2386111.2244898,3,0.51,1095,98.59761780825,98.6283969473118,98.59761780825,98.6283969473118,98.6103520709865,98.7800796847102,97.6155134616606,49981.7050146003,15969.452615842,1.07559340661712,1.07702033464414,1.10962143439552,1.0308734353327,1.02659820089399,0.989042635652103,0.99953877526102,1.0415152914618,0,2213.79520722971,7682.40068836995,0,0,26213021.6849315,90965476.4717711
