Scenario,Global,Year,HhId,WkrId,Bzone,Azone,Marea,DistanceToWork,PaysForParking,IsCashOut,ParkingCost,IsECO
SayedMM,,2019,ZNHPO1-41,ZNHPO1-41-2,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-42,ZNHPO1-42-1,102,ZNHPO2,HYPO,5.20641494505631,1,0,0,0
SayedMM,,2019,ZNHPO1-43,ZNHPO1-43-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-44,ZNHPO1-44-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-45,ZNHPO1-45-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-45,ZNHPO1-45-2,104,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-47,ZNHPO1-47-1,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-48,ZNHPO1-48-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-49,ZNHPO1-49-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-52,ZNHPO1-52-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-52,ZNHPO1-52-2,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-53,ZNHPO1-53-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-53,ZNHPO1-53-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-56,ZNHPO1-56-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-57,ZNHPO1-57-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-57,ZNHPO1-57-2,104,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-59,ZNHPO1-59-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-59,ZNHPO1-59-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-61,ZNHPO1-61-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-61,ZNHPO1-61-2,103,ZNHPO2,HYPO,9.49146683765361,0,0,0,0
SayedMM,,2019,ZNHPO1-62,ZNHPO1-62-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-62,ZNHPO1-62-2,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-63,ZNHPO1-63-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-63,ZNHPO1-63-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-64,ZNHPO1-64-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-64,ZNHPO1-64-2,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-65,ZNHPO1-65-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-65,ZNHPO1-65-2,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-70,ZNHPO1-70-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-70,ZNHPO1-70-2,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-71,ZNHPO1-71-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-71,ZNHPO1-71-2,101,ZNHPO1,HYPO,15.2612610385063,1,0,3.15,0
SayedMM,,2019,ZNHPO1-73,ZNHPO1-73-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-76,ZNHPO1-76-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-78,ZNHPO1-78-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-82,ZNHPO1-82-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-82,ZNHPO1-82-2,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-86,ZNHPO1-86-1,101,ZNHPO1,HYPO,15.2612610385063,1,0,3.15,0
SayedMM,,2019,ZNHPO1-86,ZNHPO1-86-2,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-86,ZNHPO1-86-3,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-87,ZNHPO1-87-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-88,ZNHPO1-88-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-90,ZNHPO1-90-1,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-91,ZNHPO1-91-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-93,ZNHPO1-93-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-93,ZNHPO1-93-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-94,ZNHPO1-94-1,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-96,ZNHPO1-96-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-96,ZNHPO1-96-2,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-97,ZNHPO1-97-1,102,ZNHPO2,HYPO,11.0584679163333,0,0,0,0
SayedMM,,2019,ZNHPO1-97,ZNHPO1-97-2,101,ZNHPO1,HYPO,15.2612610385063,1,0,3.15,0
SayedMM,,2019,ZNHPO1-98,ZNHPO1-98-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-99,ZNHPO1-99-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-100,ZNHPO1-100-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-101,ZNHPO1-101-1,102,ZNHPO2,HYPO,5.20641494505631,0,0,0,0
SayedMM,,2019,ZNHPO1-102,ZNHPO1-102-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-102,ZNHPO1-102-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-103,ZNHPO1-103-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-109,ZNHPO1-109-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-110,ZNHPO1-110-1,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-110,ZNHPO1-110-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-111,ZNHPO1-111-1,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-111,ZNHPO1-111-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-112,ZNHPO1-112-1,104,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-114,ZNHPO1-114-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-115,ZNHPO1-115-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-115,ZNHPO1-115-2,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-116,ZNHPO1-116-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-120,ZNHPO1-120-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-120,ZNHPO1-120-2,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-121,ZNHPO1-121-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-122,ZNHPO1-122-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-123,ZNHPO1-123-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-123,ZNHPO1-123-2,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-125,ZNHPO1-125-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-125,ZNHPO1-125-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-126,ZNHPO1-126-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-126,ZNHPO1-126-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-126,ZNHPO1-126-3,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-127,ZNHPO1-127-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-127,ZNHPO1-127-2,104,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-128,ZNHPO1-128-1,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-131,ZNHPO1-131-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-131,ZNHPO1-131-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-133,ZNHPO1-133-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-135,ZNHPO1-135-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-135,ZNHPO1-135-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-136,ZNHPO1-136-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-138,ZNHPO1-138-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-144,ZNHPO1-144-1,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-145,ZNHPO1-145-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-145,ZNHPO1-145-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-147,ZNHPO1-147-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-147,ZNHPO1-147-2,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-150,ZNHPO1-150-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-153,ZNHPO1-153-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-153,ZNHPO1-153-2,103,ZNHPO2,HYPO,8.2188908412302,0,0,0,0
SayedMM,,2019,ZNHPO1-154,ZNHPO1-154-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-154,ZNHPO1-154-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-160,ZNHPO1-160-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-161,ZNHPO1-161-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-162,ZNHPO1-162-1,102,ZNHPO2,HYPO,4.43837544562545,1,0,0,0
SayedMM,,2019,ZNHPO1-163,ZNHPO1-163-1,103,ZNHPO2,HYPO,9.49146683765361,0,0,0,0
SayedMM,,2019,ZNHPO1-164,ZNHPO1-164-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-165,ZNHPO1-165-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-165,ZNHPO1-165-2,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-166,ZNHPO1-166-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-168,ZNHPO1-168-1,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-168,ZNHPO1-168-2,102,ZNHPO2,HYPO,5.20641494505631,0,0,0,0
SayedMM,,2019,ZNHPO1-168,ZNHPO1-168-3,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-169,ZNHPO1-169-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-169,ZNHPO1-169-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-170,ZNHPO1-170-1,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-173,ZNHPO1-173-1,102,ZNHPO2,HYPO,5.20641494505631,0,0,0,0
SayedMM,,2019,ZNHPO1-176,ZNHPO1-176-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-176,ZNHPO1-176-2,103,ZNHPO2,HYPO,8.2188908412302,0,0,0,0
SayedMM,,2019,ZNHPO1-182,ZNHPO1-182-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-182,ZNHPO1-182-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-183,ZNHPO1-183-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-183,ZNHPO1-183-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-186,ZNHPO1-186-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-187,ZNHPO1-187-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-188,ZNHPO1-188-1,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-190,ZNHPO1-190-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-191,ZNHPO1-191-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-191,ZNHPO1-191-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-192,ZNHPO1-192-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-194,ZNHPO1-194-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-197,ZNHPO1-197-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-198,ZNHPO1-198-1,100,ZNHPO1,HYPO,3.95742852170948,1,0,2.6,0
SayedMM,,2019,ZNHPO1-201,ZNHPO1-201-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-202,ZNHPO1-202-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-202,ZNHPO1-202-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-206,ZNHPO1-206-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-208,ZNHPO1-208-1,102,ZNHPO2,HYPO,11.0584679163333,0,0,0,0
SayedMM,,2019,ZNHPO1-208,ZNHPO1-208-2,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-209,ZNHPO1-209-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-210,ZNHPO1-210-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-214,ZNHPO1-214-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-215,ZNHPO1-215-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-216,ZNHPO1-216-1,102,ZNHPO2,HYPO,11.0584679163333,0,0,0,0
SayedMM,,2019,ZNHPO1-217,ZNHPO1-217-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-217,ZNHPO1-217-2,102,ZNHPO2,HYPO,5.20641494505631,0,0,0,0
SayedMM,,2019,ZNHPO1-218,ZNHPO1-218-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-220,ZNHPO1-220-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-220,ZNHPO1-220-2,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-221,ZNHPO1-221-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-221,ZNHPO1-221-2,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-222,ZNHPO1-222-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-223,ZNHPO1-223-1,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-224,ZNHPO1-224-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-224,ZNHPO1-224-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-227,ZNHPO1-227-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-231,ZNHPO1-231-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-234,ZNHPO1-234-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-235,ZNHPO1-235-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-239,ZNHPO1-239-1,100,ZNHPO1,HYPO,15.9168801049657,0,0,0,0
SayedMM,,2019,ZNHPO1-239,ZNHPO1-239-2,101,ZNHPO1,HYPO,15.2612610385063,1,0,3.15,0
SayedMM,,2019,ZNHPO1-239,ZNHPO1-239-3,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-241,ZNHPO1-241-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-241,ZNHPO1-241-2,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-242,ZNHPO1-242-1,102,ZNHPO2,HYPO,4.43837544562545,0,0,0,0
SayedMM,,2019,ZNHPO1-242,ZNHPO1-242-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-243,ZNHPO1-243-1,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-244,ZNHPO1-244-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-245,ZNHPO1-245-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-247,ZNHPO1-247-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-251,ZNHPO1-251-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-252,ZNHPO1-252-1,101,ZNHPO1,HYPO,15.2612610385063,0,0,0,0
SayedMM,,2019,ZNHPO1-253,ZNHPO1-253-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-253,ZNHPO1-253-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-254,ZNHPO1-254-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-255,ZNHPO1-255-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-255,ZNHPO1-255-2,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-257,ZNHPO1-257-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-257,ZNHPO1-257-2,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-258,ZNHPO1-258-1,103,ZNHPO2,HYPO,7.08142408922568,1,0,0,0
SayedMM,,2019,ZNHPO1-260,ZNHPO1-260-1,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-260,ZNHPO1-260-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-261,ZNHPO1-261-1,102,ZNHPO2,HYPO,5.20641494505631,0,0,0,0
SayedMM,,2019,ZNHPO1-262,ZNHPO1-262-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-262,ZNHPO1-262-2,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,1
SayedMM,,2019,ZNHPO1-262,ZNHPO1-262-3,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-263,ZNHPO1-263-1,103,ZNHPO2,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-263,ZNHPO1-263-2,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
SayedMM,,2019,ZNHPO1-265,ZNHPO1-265-1,101,ZNHPO1,HYPO,3.95742852170948,1,0,3.15,0
SayedMM,,2019,ZNHPO1-267,ZNHPO1-267-1,100,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-267,ZNHPO1-267-2,101,ZNHPO1,HYPO,3.95742852170948,0,0,0,0
SayedMM,,2019,ZNHPO1-269,ZNHPO1-269-1,104,ZNHPO1,HYPO,7.08142408922568,1,0,0,0
SayedMM,,2019,ZNHPO1-270,ZNHPO1-270-1,104,ZNHPO1,HYPO,7.08142408922568,0,0,0,0
