Scenario,Global,Year,DrvPerPrsn15to19,DrvPerPrsn20to29,DrvPerPrsn30to54,DrvPerPrsn55to64,DrvPerPrsn65Plus,CarSvcAutoPropIcev,CarSvcAutoPropHev,CarSvcAutoPropBev,CarSvcLtTrkPropIcev,CarSvcLtTrkPropHev,CarSvcLtTrkPropBev,ComSvcAutoPropIcev,ComSvcAutoPropHev,ComSvcAutoPropBev,ComSvcLtTrkPropIcev,ComSvcLtTrkPropHev,ComSvcLtTrkPropBev,HvyTrkPropIcev,HvyTrkPropHev,HvyTrkPropBev,PropClimateCostPaid,PropOtherExtCostPaid,RoadBaseModCost,RoadPresOpMaintCost,RoadOtherCost,FwyLnMiCost,ArtLnMiCost,HvyTrkPCE,ComSvcLtTrkProp,AveComSvcVehicleAge,HhAutoFuelCI,HhLtTrkFuelCI,CarSvcAutoFuelCI,CarSvcLtTrkFuelCI,ComSvcAutoFuelCI,ComSvcLtTrkFuelCI,HvyTrkFuelCI,HvyTrkUrbanDvmt,HvyTrkNonUrbanDvmt,LdvEcoDriveFactor,HvyTrkEcoDriveFactor,BusEcoDriveFactor,LdIceFactor,LdHevFactor,LdEvFactor,LdFcvFactor,HdIceFactor,ExtraVmtTax,HvyTrkNonUrbanGGE,HvyTrkUrbanGGE,HvyTrkNonUrbanKWH,HvyTrkUrbanKWH,HvyTrkNonUrbanCO2e,HvyTrkUrbanCO2e
SayedMM,,2045,0.40264,0.80856,0.90327,0.94755,0.8699,0.441,0.528,0.031,0.5335,0.4572,0.0093,0.441,0.528,0.031,0.5335,0.4572,0.0093,0.4,0.4,0.2,0,0,0.0053024693877551,0.0132561734693878,0.0198842602040816,6495525,2386111.2244898,3,0.51,1095,98.5893411957523,98.5653552955102,98.5893411957523,98.5653552955102,98.5794159956521,98.3734133539467,94.0999371549237,87697.6147507669,27650.2872936986,1.07854981888429,1.07702033464414,1.10962143439552,1.03285315260503,1.02546703935526,0.991059604902139,1.00289013644088,1.04053734055582,0,1017.71369442912,3518.75014738464,9311.60665737335,29533.3529331938,13802467.8156717,47097280.6250765
