GeoIDTxt,Urban,Town,Rural
511430111002,0.00,10147.29,10147.29
511430112001,0.00,1774.38,1774.38
511430112002,0.00,3273.91,3273.91
511430112003,0.00,2811.12,0.00
511430113011,0.00,2746.99,0.00
511430113012,0.00,1059.08,1059.08
511430113021,0.00,3541.34,0.00
511430113022,0.00,833.61,833.61
511430114001,0.00,1329.76,1329.76
511430114002,0.00,3900.24,3900.24
511430114003,0.00,2992.46,0.00
511455001011,8802.49,0.00,0.00
511455001012,10644.19,0.00,0.00
511455001013,0.00,4269.29,4269.29
511455001014,0.00,1745.23,1745.23
511455001021,0.00,4568.45,4568.45
511455001022,5876.90,0.00,0.00
511455001023,0.00,6709.30,0.00
511455002011,0.00,4829.86,4829.86
511455002012,0.00,6302.51,6302.51
511455002013,0.00,2058.43,2058.43
511455002021,0.00,4274.00,4274.00
511455002022,0.00,3280.07,3280.07
511455003001,0.00,2961.71,2961.71
511455004001,0.00,13574.19,13574.19
511455004002,0.00,7243.61,7243.61
511455004003,0.00,8595.21,8595.21
511479301011,717.39,0.00,0.00
511479301012,2313.14,0.00,0.00
511479301021,11600.40,0.00,0.00
511479301022,0.00,8626.23,8626.23
511479301023,0.00,6340.82,6340.82
511479302021,0.00,7991.01,7991.01
511479302022,15585.80,0.00,0.00
511479302023,0.00,5439.68,5439.68
511479302041,1468.59,0.00,0.00
511479302042,102.15,0.00,0.00
511479302043,739.11,0.00,0.00
511479302044,0.00,1935.03,1935.03
511479303011,0.00,12142.66,12142.66
511479303012,0.00,20907.06,20907.06
511479303021,0.00,8260.15,8260.15
511479303022,0.00,11218.08,0.00
511479303023,0.00,14886.98,14886.98
511498501001,778.04,0.00,0.00
511498501002,1792.12,0.00,0.00
511498502001,3067.74,0.00,0.00
511498502002,0.00,1661.20,0.00
511498502003,633.20,0.00,0.00
511498502004,246.51,0.00,0.00
511498502005,225.07,0.00,0.00
511498503011,0.00,876.49,876.49
511498503012,1875.71,0.00,0.00
511498503013,803.88,0.00,0.00
511498503014,0.00,995.54,995.54
511498503021,0.00,6092.45,0.00
511498503022,0.00,2016.46,2016.46
511498504001,0.00,20560.54,0.00
511498504002,0.00,12110.54,12110.54
511498504003,0.00,16974.04,0.00
511498504004,0.00,6816.30,6816.30
511498505011,0.00,10744.61,0.00
511498505012,0.00,5759.50,5759.50
511498505013,0.00,11865.24,11865.24
511498505021,6260.62,0.00,0.00
511498505022,0.00,6171.24,0.00
511498505023,0.00,4625.04,0.00
511539001001,81.18,0.00,0.00
511539001002,0.00,107.19,0.00
511539001003,718.27,0.00,0.00
511539002011,165.31,0.00,0.00
511539002012,220.62,0.00,0.00
511539002021,95.09,0.00,0.00
511539002022,233.09,0.00,0.00
511539002023,153.14,0.00,0.00
511539002031,128.46,0.00,0.00
511539002032,35.61,0.00,0.00
511539002033,101.06,0.00,0.00
511539003011,0.00,205.38,0.00
511539003012,228.41,0.00,0.00
511539003021,145.40,0.00,0.00
511539003022,568.89,0.00,0.00
511539003023,116.83,0.00,0.00
511539003024,93.33,0.00,0.00
511539004031,124.09,0.00,0.00
511539004032,170.81,0.00,0.00
511539004033,220.69,0.00,0.00
511539004034,122.74,0.00,0.00
511539004035,184.19,0.00,0.00
511539004036,1052.16,0.00,0.00
511539004041,376.49,0.00,0.00
511539004042,164.88,0.00,0.00
511539004043,124.45,0.00,0.00
511539004071,121.29,0.00,0.00
511539004072,112.29,0.00,0.00
511539004073,154.41,0.00,0.00
511539004074,72.27,0.00,0.00
511539004081,266.68,0.00,0.00
511539004082,77.69,0.00,0.00
511539004083,135.61,0.00,0.00
511539004091,159.71,0.00,0.00
511539004092,229.78,0.00,0.00
511539004093,100.67,0.00,0.00
511539004101,237.90,0.00,0.00
511539004102,509.30,0.00,0.00
511539004103,315.10,0.00,0.00
511539005021,160.25,0.00,0.00
511539005022,39.14,0.00,0.00
511539005023,140.90,0.00,0.00
511539005024,187.66,0.00,0.00
511539005031,239.63,0.00,0.00
511539005032,206.07,0.00,0.00
511539005041,202.31,0.00,0.00
511539005042,138.22,0.00,0.00
511539005043,141.43,0.00,0.00
511539006011,141.14,0.00,0.00
511539006012,250.33,0.00,0.00
511539006021,145.97,0.00,0.00
511539006022,47.01,0.00,0.00
511539006023,75.30,0.00,0.00
511539007011,45.17,0.00,0.00
511539007012,133.88,0.00,0.00
511539007013,90.37,0.00,0.00
511539007014,53.21,0.00,0.00
511539007015,261.42,0.00,0.00
511539007021,202.56,0.00,0.00
511539007022,77.22,0.00,0.00
511539007023,104.12,0.00,0.00
511539007024,130.58,0.00,0.00
511539007025,324.41,0.00,0.00
511539008011,175.50,0.00,0.00
511539008012,584.64,0.00,0.00
511539008013,137.84,0.00,0.00
511539008014,195.78,0.00,0.00
511539008031,51.08,0.00,0.00
511539008032,109.97,0.00,0.00
511539008033,134.77,0.00,0.00
511539008041,312.34,0.00,0.00
511539008042,1080.15,0.00,0.00
511539009011,152.98,0.00,0.00
511539009012,377.14,0.00,0.00
511539009013,120.42,0.00,0.00
511539009014,153.43,0.00,0.00
511539009041,260.55,0.00,0.00
511539009042,998.66,0.00,0.00
511539009043,269.47,0.00,0.00
511539009044,988.68,0.00,0.00
511539009051,307.88,0.00,0.00
511539009052,378.81,0.00,0.00
511539009053,512.71,0.00,0.00
511539010051,769.19,0.00,0.00
511539010052,468.13,0.00,0.00
511539010091,362.46,0.00,0.00
511539010092,290.90,0.00,0.00
511539010093,221.75,0.00,0.00
511539010094,226.60,0.00,0.00
511539010101,238.09,0.00,0.00
511539010102,82.24,0.00,0.00
511539010103,349.25,0.00,0.00
511539010111,406.72,0.00,0.00
511539010112,317.41,0.00,0.00
511539010113,230.16,0.00,0.00
511539010121,898.20,0.00,0.00
511539010122,209.93,0.00,0.00
511539010131,73.33,0.00,0.00
511539010132,341.31,0.00,0.00
511539010141,1595.18,0.00,0.00
511539010142,417.39,0.00,0.00
511539010151,242.14,0.00,0.00
511539010152,100.45,0.00,0.00
511539010161,338.13,0.00,0.00
511539010162,415.36,0.00,0.00
511539011011,41.47,0.00,0.00
511539011012,212.53,0.00,0.00
511539011013,1268.10,0.00,0.00
511539011021,738.15,0.00,0.00
511539011022,823.23,0.00,0.00
511539011023,378.62,0.00,0.00
511539011024,844.01,0.00,0.00
511539012031,485.01,0.00,0.00
511539012032,276.34,0.00,0.00
511539012081,257.27,0.00,0.00
511539012082,329.46,0.00,0.00
511539012091,145.32,0.00,0.00
511539012092,377.51,0.00,0.00
511539012093,542.09,0.00,0.00
511539012111,222.98,0.00,0.00
511539012112,85.10,0.00,0.00
511539012113,138.82,0.00,0.00
511539012121,148.37,0.00,0.00
511539012122,225.63,0.00,0.00
511539012123,163.47,0.00,0.00
511539012124,223.43,0.00,0.00
511539012191,1621.25,0.00,0.00
511539012192,1951.57,0.00,0.00
511539012193,1150.09,0.00,0.00
511539012194,0.00,563.80,563.80
511539012211,130.73,0.00,0.00
511539012212,154.66,0.00,0.00
511539012213,85.52,0.00,0.00
511539012214,125.49,0.00,0.00
511539012221,156.73,0.00,0.00
511539012222,119.81,0.00,0.00
511539012231,528.03,0.00,0.00
511539012232,228.49,0.00,0.00
511539012233,127.45,0.00,0.00
511539012241,329.51,0.00,0.00
511539012242,234.53,0.00,0.00
511539012243,222.27,0.00,0.00
511539012251,320.90,0.00,0.00
511539012252,260.33,0.00,0.00
511539012253,120.61,0.00,0.00
511539012261,102.47,0.00,0.00
511539012262,425.09,0.00,0.00
511539012263,345.92,0.00,0.00
511539012271,212.72,0.00,0.00
511539012272,300.80,0.00,0.00
511539012273,110.68,0.00,0.00
511539012281,183.05,0.00,0.00
511539012282,136.71,0.00,0.00
511539012283,109.26,0.00,0.00
511539012284,287.98,0.00,0.00
511539012291,401.35,0.00,0.00
511539012292,166.19,0.00,0.00
511539012301,218.62,0.00,0.00
511539012302,184.73,0.00,0.00
511539012303,135.39,0.00,0.00
511539012311,0.00,1183.86,1183.86
511539012312,1239.51,0.00,0.00
511539012313,190.18,0.00,0.00
511539012314,691.48,0.00,0.00
511539012321,1489.59,0.00,0.00
511539012322,447.86,0.00,0.00
511539012323,1212.83,0.00,0.00
511539012331,1692.48,0.00,0.00
511539012332,1196.86,0.00,0.00
511539012333,506.65,0.00,0.00
511539012334,337.42,0.00,0.00
511539012341,1546.12,0.00,0.00
511539012342,2367.82,0.00,0.00
511539012351,909.12,0.00,0.00
511539012352,132.19,0.00,0.00
511539012361,68.01,0.00,0.00
511539012362,215.19,0.00,0.00
511539012363,303.04,0.00,0.00
511539012364,594.70,0.00,0.00
511539012371,113.21,0.00,0.00
511539012372,111.70,0.00,0.00
511539013031,396.30,0.00,0.00
511539013032,339.90,0.00,0.00
511539013033,323.15,0.00,0.00
511539013041,1754.78,0.00,0.00
511539013042,1822.92,0.00,0.00
511539013051,0.00,4975.66,4975.66
511539013052,0.00,4594.66,4594.66
511539013061,3917.70,0.00,0.00
511539013062,1769.78,0.00,0.00
511539013063,1143.87,0.00,0.00
511539013064,960.66,0.00,0.00
511539014031,207.85,0.00,0.00
511539014032,81.63,0.00,0.00
511539014033,342.80,0.00,0.00
511539014034,590.98,0.00,0.00
511539014071,586.83,0.00,0.00
511539014072,68.59,0.00,0.00
511539014091,2051.77,0.00,0.00
511539014092,254.78,0.00,0.00
511539014093,0.00,479.02,0.00
511539014094,137.61,0.00,0.00
511539014095,736.60,0.00,0.00
511539014096,491.65,0.00,0.00
511539014097,258.72,0.00,0.00
511539014098,223.58,0.00,0.00
511539014111,0.00,919.74,0.00
511539014112,678.63,0.00,0.00
511539014113,500.06,0.00,0.00
511539014114,436.71,0.00,0.00
511539014121,232.24,0.00,0.00
511539014122,424.41,0.00,0.00
511539014123,281.29,0.00,0.00
511539014131,162.31,0.00,0.00
511539014132,106.85,0.00,0.00
511539014133,212.66,0.00,0.00
511539014141,1395.56,0.00,0.00
511539014142,130.34,0.00,0.00
511539014143,189.75,0.00,0.00
511539014151,307.03,0.00,0.00
511539014152,361.15,0.00,0.00
511539014161,0.00,416.43,0.00
511539014162,240.71,0.00,0.00
511539014163,111.72,0.00,0.00
511539014171,0.00,6306.18,0.00
511539014172,0.00,4698.93,0.00
511539014181,123.36,0.00,0.00
511539014182,724.21,0.00,0.00
511539014183,124.47,0.00,0.00
511539014191,123.09,0.00,0.00
511539014201,246.45,0.00,0.00
511539014202,485.60,0.00,0.00
511539014211,504.28,0.00,0.00
511539014212,1189.05,0.00,0.00
511539014213,1778.02,0.00,0.00
511539015031,4222.21,0.00,0.00
511539015032,0.00,2147.11,2147.11
511539015033,0.00,1272.56,1272.56
511539015034,0.00,4381.06,0.00
511539015041,710.10,0.00,0.00
511539015042,0.00,244.71,0.00
511539015043,0.00,289.05,0.00
511539015044,383.30,0.00,0.00
511539015051,0.00,618.15,0.00
511539015052,398.52,0.00,0.00
511539015053,334.83,0.00,0.00
511539015054,0.00,353.69,0.00
511539015061,206.84,0.00,0.00
511539015062,171.61,0.00,0.00
511539015063,138.07,0.00,0.00
511539015071,522.62,0.00,0.00
511539015072,269.67,0.00,0.00
511539015081,1458.87,0.00,0.00
511539015082,262.92,0.00,0.00
511539015083,262.24,0.00,0.00
511539015091,0.00,2961.51,2961.51
511539015092,0.00,1665.08,1665.08
511539015093,0.00,2384.16,2384.16
511539015101,0.00,941.19,0.00
511539015102,454.91,0.00,0.00
511539015103,400.72,0.00,0.00
511539015111,0.00,1474.50,0.00
511539015112,478.77,0.00,0.00
511539016011,265.36,0.00,0.00
511539016012,93.47,0.00,0.00
511539016013,144.04,0.00,0.00
511539016021,59.18,0.00,0.00
511539016022,0.00,208.95,0.00
511539016023,110.74,0.00,0.00
511539016024,391.32,0.00,0.00
511539016025,179.54,0.00,0.00
511539017021,184.31,0.00,0.00
511539017022,0.00,113.27,0.00
511539017023,97.21,0.00,0.00
511539017031,114.88,0.00,0.00
511539017032,225.71,0.00,0.00
511539017041,80.42,0.00,0.00
511539017042,126.35,0.00,0.00
511539017043,54.22,0.00,0.00
511539017044,160.43,0.00,0.00
511539019001,174.91,0.00,0.00
511539019002,0.00,299.78,299.78
511539019003,119.54,0.00,0.00
511539019004,361.69,0.00,0.00
511539801001,0.00,9622.87,9622.87
511552101011,1184.08,0.00,0.00
511552101012,5117.39,0.00,0.00
511552101013,1392.05,0.00,0.00
511552101021,0.00,7098.70,7098.70
511552101022,8575.19,0.00,0.00
511552102011,550.94,0.00,0.00
511552102012,1154.62,0.00,0.00
511552102013,502.40,0.00,0.00
511552102021,0.00,12503.43,12503.43
511552102022,3165.92,0.00,0.00
511552102023,4342.34,0.00,0.00
511552103001,0.00,4636.52,4636.52
511552103002,0.00,1880.86,1880.86
511552103003,0.00,686.92,686.92
511552103004,262.69,0.00,0.00
511552103005,714.34,0.00,0.00
511552104011,0.00,6129.72,0.00
511552104012,5439.93,0.00,0.00
511552104013,0.00,195.08,0.00
511552104021,0.00,11687.43,0.00
511552104022,7164.99,0.00,0.00
511552105001,0.00,4498.64,4498.64
511552105002,0.00,6233.38,6233.38
511552105003,0.00,9434.84,9434.84
511552106001,6224.37,0.00,0.00
511552106002,0.00,1617.58,1617.58
511552106003,4206.28,0.00,0.00
511552107001,0.00,771.23,0.00
511552107002,0.00,411.24,0.00
511552107003,0.00,144.42,0.00
511559801001,0.00,1744.54,0.00
511559802001,0.00,3029.20,0.00
511579501001,0.00,11003.65,11003.65
511579501002,0.00,11236.10,11236.10
511579502001,0.00,9593.06,9593.06
511579502002,0.00,18801.78,18801.78
511579502003,0.00,8814.43,8814.43
511579502004,0.00,10291.49,10291.49
511590401001,0.00,11974.25,11974.25
511590401002,0.00,8316.27,8316.27
511590401003,0.00,6570.01,6570.01
511590401004,0.00,12485.25,12485.25
511590402001,0.00,8313.58,8313.58
511590402002,0.00,9688.40,9688.40
511610301001,0.00,6243.82,0.00
511610301002,0.00,5369.84,5369.84
511610301003,0.00,17243.24,0.00
511610302011,111.81,0.00,0.00
511610302012,0.00,999.09,0.00
511610302013,682.33,0.00,0.00
511610302031,853.85,0.00,0.00
511610302032,1031.44,0.00,0.00
511610302051,0.00,897.02,0.00
511610302052,0.00,948.24,0.00
511610302061,561.36,0.00,0.00
511610302062,233.07,0.00,0.00
511610302071,282.58,0.00,0.00
511610302072,325.44,0.00,0.00
511610303001,0.00,6790.56,6790.56
511610303002,0.00,1629.16,1629.16
511610303003,0.00,587.04,0.00
511610305011,0.00,5425.22,5425.22
511610305021,0.00,3595.93,0.00
511610306011,0.00,8503.02,8503.02
511610306012,583.81,0.00,0.00
511610306013,0.00,3203.20,3203.20
511610306021,0.00,4663.31,0.00
511610307011,0.00,853.21,0.00
511610307012,497.39,0.00,0.00
511610307013,0.00,553.16,0.00
511610307014,571.39,0.00,0.00
511610307021,214.15,0.00,0.00
511610307022,248.63,0.00,0.00
511610307023,345.06,0.00,0.00
511610307024,308.35,0.00,0.00
511610308021,412.78,0.00,0.00
511610308022,401.13,0.00,0.00
511610308023,206.19,0.00,0.00
511610308024,506.02,0.00,0.00
511610308031,134.65,0.00,0.00
511610308032,611.77,0.00,0.00
511610308041,379.05,0.00,0.00
511610309001,0.00,5372.38,5372.38
511610309002,0.00,596.87,596.87
511610309003,417.76,0.00,0.00
511610309004,762.52,0.00,0.00
511610309005,512.42,0.00,0.00
511610310001,0.00,1932.97,1932.97
511610310002,0.00,2328.69,0.00
511610310003,0.00,964.39,964.39
511610311011,634.40,0.00,0.00
511610311012,401.96,0.00,0.00
511610311013,207.95,0.00,0.00
511610311021,401.21,0.00,0.00
511610311022,345.52,0.00,0.00
511610312011,0.00,1239.88,0.00
511610312012,619.53,0.00,0.00
511610312013,0.00,977.55,0.00
511610312021,571.93,0.00,0.00
511610312022,0.00,1014.52,0.00
511610312023,500.22,0.00,0.00
511610312024,2127.21,0.00,0.00
511639301011,0.00,12083.12,0.00
511639301012,0.00,3038.38,0.00
511639301021,0.00,8473.86,8473.86
511639301022,0.00,12042.94,0.00
511639301023,0.00,4429.99,4429.99
511639301024,0.00,4940.80,4940.80
511639302001,0.00,26576.31,26576.31
511639302002,0.00,9747.39,9747.39
511639302003,0.00,9473.64,9473.64
511639303011,0.00,49263.89,0.00
511639303012,0.00,8513.44,8513.44
511639303021,0.00,11389.37,0.00
511639303022,0.00,4334.38,4334.38
511639303023,0.00,19649.46,0.00
511639304001,0.00,4556.54,4556.54
511639304002,0.00,821.82,821.82
511639304003,0.00,4353.20,4353.20
511639304004,0.00,2001.43,2001.43
511650101001,0.00,5169.67,5169.67
511650101002,0.00,4438.20,4438.20
511650102001,0.00,1690.11,1690.11
511650102002,0.00,852.62,852.62
511650102003,0.00,541.05,541.05
511650103011,0.00,7627.02,0.00
511650103021,0.00,4561.04,4561.04
511650103022,0.00,965.96,0.00
511650103023,0.00,2372.38,0.00
511650104001,0.00,5617.75,5617.75
511650104002,0.00,6588.03,6588.03
511650105001,0.00,15926.71,0.00
511650105002,0.00,1792.73,1792.73
511650106001,0.00,6020.05,6020.05
511650106002,0.00,10465.34,0.00
511650107001,0.00,11581.41,0.00
511650107002,0.00,8429.41,0.00
511650108011,0.00,1860.16,1860.16
511650108012,0.00,1567.95,0.00
511650108021,0.00,2410.27,2410.27
511650108022,0.00,2406.60,2406.60
511650109001,0.00,4720.32,4720.32
511650109002,0.00,7331.09,0.00
511650110001,0.00,8451.75,8451.75
511650110002,0.00,6787.02,6787.02
511650110003,0.00,12165.16,12165.16
511650111001,0.00,5625.53,5625.53
511650111002,0.00,9981.10,0.00
511650111003,0.00,3985.70,0.00
511650112001,0.00,3008.80,3008.80
511650112002,0.00,6172.56,6172.56
511650112003,0.00,4653.01,4653.01
511650114001,0.00,2678.85,0.00
511650114002,0.00,438.80,438.80
511650114003,0.00,2488.98,0.00
511650114004,0.00,1201.90,0.00
511650114005,0.00,1744.90,0.00
511650115001,0.00,615.58,615.58
511650115002,319.58,0.00,0.00
511650115003,735.81,0.00,0.00
511650115004,256.78,0.00,0.00
511650116001,0.00,2183.89,2183.89
511650116002,0.00,3836.54,3836.54
511650117001,0.00,2818.77,2818.77
511650117002,827.07,0.00,0.00
511650117003,0.00,2427.03,2427.03
511650118011,0.00,4619.42,4619.42
511650118012,0.00,6948.10,6948.10
511650118021,652.50,0.00,0.00
511650118022,0.00,746.07,746.07
511650118023,0.00,450.10,450.10
511650119001,0.00,2972.61,2972.61
511650119002,0.00,1119.05,0.00
511650119003,0.00,5392.78,5392.78
511650120001,0.00,4535.74,4535.74
511650120002,0.00,1338.15,1338.15
511650120003,0.00,325.48,325.48
511650120004,0.00,1403.87,1403.87
511670301001,0.00,6726.23,6726.23
511670301002,0.00,11154.03,0.00
511670301003,0.00,6148.87,6148.87
511670301004,0.00,4569.90,0.00
511670301005,0.00,527.13,527.13
511670302011,0.00,2863.70,2863.70
511670302012,0.00,14175.81,14175.81
511670302013,0.00,2788.08,2788.08
511670302014,0.00,4508.17,4508.17
511670302021,0.00,9366.00,9366.00
511670302022,0.00,1255.01,1255.01
511670303001,0.00,4078.44,4078.44
511670303002,0.00,5146.39,5146.39
511670303003,0.00,4236.90,4236.90
511670303004,0.00,15972.13,15972.13
511670304021,0.00,12306.05,12306.05
511670304022,0.00,19228.48,0.00
511670304031,0.00,3238.27,3238.27
511670304032,0.00,133.36,133.36
511670304033,0.00,310.40,310.40
511670304034,0.00,1635.99,1635.99
511670304041,0.00,7598.32,7598.32
511670304042,0.00,2225.31,2225.31
511670305001,0.00,6690.85,6690.85
511670305002,0.00,1716.34,1716.34
511670306001,0.00,4464.99,4464.99
511670306002,0.00,6854.73,6854.73
511670306003,0.00,3217.01,3217.01
511670306004,0.00,1490.84,1490.84
511690301001,0.00,1698.99,1698.99
511690301002,0.00,2226.86,2226.86
511690301003,0.00,2240.47,2240.47
511690302001,0.00,3267.59,3267.59
511690302002,0.00,14397.55,14397.55
511690302003,0.00,12271.95,12271.95
511690302004,0.00,5447.06,5447.06
511690303001,0.00,10872.78,10872.78
511690303002,0.00,17989.78,17989.78
511690303003,0.00,3907.40,3907.40
511690304001,0.00,12563.88,12563.88
511690304002,0.00,14978.23,14978.23
511690304003,0.00,9005.00,9005.00
511690305001,0.00,13926.21,13926.21
511690305002,0.00,7689.20,7689.20
511690305003,0.00,29283.92,0.00
511690306001,0.00,2068.60,2068.60
511690306002,0.00,1744.14,1744.14
511690306003,0.00,3456.32,0.00
511690306004,0.00,1279.37,1279.37
511710401011,3001.87,0.00,0.00
511710401012,6410.45,0.00,0.00
511710401021,685.16,0.00,0.00
511710401022,2595.58,0.00,0.00
511710401023,0.00,2253.84,2253.84
511710402011,0.00,5253.02,5253.02
511710402012,0.00,5061.77,5061.77
511710402013,0.00,7238.21,7238.21
511710402021,0.00,9250.65,9250.65
511710402022,0.00,12300.26,12300.26
511710403001,0.00,5175.09,5175.09
511710403002,0.00,3508.99,3508.99
511710404001,0.00,6329.36,6329.36
511710404002,0.00,12249.82,12249.82
511710405011,0.00,703.30,703.30
511710405012,0.00,1259.91,1259.91
511710405013,2238.55,0.00,0.00
511710405014,0.00,991.78,991.78
511710405021,0.00,2332.68,2332.68
511710405022,0.00,3065.61,3065.61
511710406001,0.00,2647.41,2647.41
511710406002,3605.25,0.00,0.00
511710406003,0.00,5246.53,5246.53
511710407001,0.00,3345.11,3345.11
511710407002,0.00,3513.85,3513.85
511710407003,0.00,9607.74,9607.74
511710408001,0.00,1771.61,1771.61
511710408002,0.00,4940.18,4940.18
511710408003,0.00,6655.03,6655.03
511730301001,0.00,12378.33,12378.33
511730301002,21086.63,0.00,0.00
511730301003,1608.47,0.00,0.00
511730301004,0.00,10973.54,10973.54
511730302001,0.00,3120.92,3120.92
511730302002,0.00,5362.20,5362.20
511730302003,0.00,2892.63,2892.63
511730302004,0.00,1216.51,1216.51
511730303011,0.00,3977.23,3977.23
511730303012,0.00,1812.09,1812.09
511730303013,0.00,1176.13,0.00
511730303021,726.01,0.00,0.00
511730303022,127.00,0.00,0.00
511730303023,0.00,2408.88,2408.88
511730303024,2569.45,0.00,0.00
511730304001,0.00,2046.39,2046.39
511730304002,0.00,16233.82,0.00
511730305001,5005.74,0.00,0.00
511730305002,0.00,3423.94,3423.94
511730306001,185.02,0.00,0.00
511730306002,0.00,7962.50,0.00
511730306003,270.29,0.00,0.00
511730307011,0.00,1886.59,1886.59
511730307012,0.00,5273.12,0.00
511730307013,0.00,2434.58,2434.58
511730307014,0.00,1011.38,1011.38
511730307021,0.00,4187.95,0.00
511730307022,0.00,2711.88,2711.88
511730307023,0.00,3308.82,3308.82
511752001001,0.00,18732.81,18732.81
511752001002,0.00,17656.86,17656.86
511752001003,0.00,19939.21,19939.21
511752002001,0.00,64792.49,0.00
511752002002,0.00,20454.24,20454.24
511752003001,0.00,813.59,813.59
511752004011,0.00,7160.04,7160.04
511752004012,0.00,9458.07,9458.07
511752004021,0.00,10938.26,10938.26
511752004022,0.00,1626.11,1626.11
511752005001,0.00,28510.75,28510.75
511752005002,0.00,21074.85,21074.85
511770201041,1453.43,0.00,0.00
511770201042,3141.68,0.00,0.00
511770201043,5077.02,0.00,0.00
511770201051,4698.48,0.00,0.00
511770201052,0.00,2458.30,2458.30
511770201061,0.00,1346.57,1346.57
511770201062,0.00,678.73,678.73
511770201063,1944.20,0.00,0.00
511770201064,1470.79,0.00,0.00
511770201065,2071.29,0.00,0.00
511770201071,626.87,0.00,0.00
511770201081,366.39,0.00,0.00
511770201082,891.50,0.00,0.00
511770201091,542.67,0.00,0.00
511770201092,325.91,0.00,0.00
511770201101,425.16,0.00,0.00
511770201102,207.48,0.00,0.00
511770201111,481.71,0.00,0.00
511770201121,593.28,0.00,0.00
511770201131,0.00,1285.60,1285.60
511770201132,2548.76,0.00,0.00
511770201133,317.89,0.00,0.00
511770201141,440.15,0.00,0.00
511770201142,579.43,0.00,0.00
511770202011,1914.97,0.00,0.00
511770202012,802.41,0.00,0.00
511770202013,0.00,722.89,722.89
511770202021,208.45,0.00,0.00
511770202022,807.34,0.00,0.00
511770202023,290.59,0.00,0.00
511770202024,637.68,0.00,0.00
511770202031,785.22,0.00,0.00
511770202032,1076.57,0.00,0.00
511770202041,0.00,548.67,0.00
511770202042,402.25,0.00,0.00
511770202043,449.29,0.00,0.00
511770202061,0.00,5501.63,5501.63
511770202062,450.16,0.00,0.00
511770202063,721.87,0.00,0.00
511770202071,0.00,1264.78,0.00
511770203041,877.78,0.00,0.00
511770203042,887.70,0.00,0.00
511770203043,109.01,0.00,0.00
511770203051,297.27,0.00,0.00
511770203052,382.36,0.00,0.00
511770203053,282.12,0.00,0.00
511770203071,497.12,0.00,0.00
511770203072,455.11,0.00,0.00
511770203081,497.69,0.00,0.00
511770203082,547.85,0.00,0.00
511770203091,452.31,0.00,0.00
511770203092,430.84,0.00,0.00
511770203093,127.14,0.00,0.00
511770203094,283.90,0.00,0.00
511770203111,0.00,3986.37,3986.37
511770203112,0.00,341.91,341.91
511770203113,0.00,1887.98,1887.98
511770203114,0.00,3555.33,3555.33
511770203115,0.00,1033.69,1033.69
511770203121,984.74,0.00,0.00
511770203122,521.62,0.00,0.00
511770203131,728.64,0.00,0.00
511770203141,824.75,0.00,0.00
511770203142,384.90,0.00,0.00
511770203151,0.00,1397.94,0.00
511770203152,4170.10,0.00,0.00
511770203161,0.00,2021.76,2021.76
511770203162,101.54,0.00,0.00
511770203163,0.00,469.90,469.90
511770204031,0.00,3194.96,3194.96
511770204032,0.00,3784.48,3784.48
511770204033,0.00,3737.20,3737.20
511770204034,0.00,3081.18,3081.18
511770204041,0.00,7037.45,7037.45
511770204042,0.00,6292.61,6292.61
511770204043,0.00,2591.88,2591.88
511770204051,0.00,4340.09,4340.09
511770204052,0.00,3924.26,3924.26
511770204053,0.00,3473.52,3473.52
511770204061,0.00,3517.10,3517.10
511770204062,0.00,5463.70,5463.70
511770204063,0.00,4499.90,4499.90
511770204071,0.00,3038.82,3038.82
511770204072,0.00,10130.68,10130.68
511770204073,0.00,1658.67,1658.67
511770204081,0.00,337.50,337.50
511770204082,0.00,615.17,615.17
511790101031,472.71,0.00,0.00
511790101032,364.62,0.00,0.00
511790101033,407.75,0.00,0.00
511790101051,1056.62,0.00,0.00
511790101052,2083.71,0.00,0.00
511790101053,272.79,0.00,0.00
511790101054,355.64,0.00,0.00
511790101061,0.00,5233.04,0.00
511790101062,6789.42,0.00,0.00
511790101071,0.00,5108.19,0.00
511790101072,0.00,1818.44,0.00
511790101081,219.75,0.00,0.00
511790101082,613.68,0.00,0.00
511790101083,0.00,988.91,0.00
511790102011,0.00,15891.80,15891.80
511790102021,0.00,976.53,0.00
511790102022,0.00,2918.92,0.00
511790102023,0.00,2009.21,2009.21
511790102051,423.90,0.00,0.00
511790102052,565.55,0.00,0.00
511790102053,557.92,0.00,0.00
511790102054,678.98,0.00,0.00
511790102061,0.00,460.29,0.00
511790102062,0.00,339.34,0.00
511790102063,0.00,1072.70,0.00
511790102101,1205.75,0.00,0.00
511790102102,956.74,0.00,0.00
511790102103,0.00,424.42,0.00
511790102104,462.73,0.00,0.00
511790102111,167.42,0.00,0.00
511790102112,250.78,0.00,0.00
511790102113,297.52,0.00,0.00
511790102121,410.19,0.00,0.00
511790102122,336.84,0.00,0.00
511790102131,146.31,0.00,0.00
511790102132,282.13,0.00,0.00
511790102141,372.01,0.00,0.00
511790102142,280.38,0.00,0.00
511790102151,0.00,648.51,0.00
511790102161,163.95,0.00,0.00
511790102162,170.64,0.00,0.00
511790102163,310.02,0.00,0.00
511790102164,568.06,0.00,0.00
511790102171,3110.18,0.00,0.00
511790102172,3712.82,0.00,0.00
511790102181,0.00,1486.85,0.00
511790102182,5581.40,0.00,0.00
511790102191,470.20,0.00,0.00
511790103011,0.00,3203.20,3203.20
511790103012,0.00,4714.29,4714.29
511790103041,695.71,0.00,0.00
