GeoIDTxt,Urban,Town,Rural
510594809014,111.14,0.00,0.00
510594809021,489.85,0.00,0.00
510594809022,74.18,0.00,0.00
510594809031,32.56,0.00,0.00
510594809032,143.57,0.00,0.00
510594809033,105.54,0.00,0.00
510594810001,187.85,0.00,0.00
510594810002,134.95,0.00,0.00
510594811011,84.10,0.00,0.00
510594811012,121.72,0.00,0.00
510594811021,94.29,0.00,0.00
510594811022,13.73,0.00,0.00
510594811031,108.62,0.00,0.00
510594811032,39.36,0.00,0.00
510594811041,49.64,0.00,0.00
510594811042,18.35,0.00,0.00
510594811043,15.22,0.00,0.00
510594811051,256.18,0.00,0.00
510594811052,198.15,0.00,0.00
510594811053,208.76,0.00,0.00
510594811061,195.85,0.00,0.00
510594811062,274.44,0.00,0.00
510594811063,434.15,0.00,0.00
510594812011,302.41,0.00,0.00
510594812021,433.45,0.00,0.00
510594812022,50.77,0.00,0.00
510594812023,401.37,0.00,0.00
510594814001,65.14,0.00,0.00
510594814002,487.46,0.00,0.00
510594814003,128.29,0.00,0.00
510594814004,625.70,0.00,0.00
510594815001,954.82,0.00,0.00
510594816001,891.08,0.00,0.00
510594816002,1026.47,0.00,0.00
510594817011,830.72,0.00,0.00
510594817012,791.23,0.00,0.00
510594817013,679.55,0.00,0.00
510594817021,295.09,0.00,0.00
510594817022,305.51,0.00,0.00
510594817023,63.41,0.00,0.00
510594819001,153.18,0.00,0.00
510594819002,769.39,0.00,0.00
510594819003,1039.85,0.00,0.00
510594820011,177.85,0.00,0.00
510594820012,627.84,0.00,0.00
510594820013,155.18,0.00,0.00
510594820021,290.23,0.00,0.00
510594820022,103.45,0.00,0.00
510594821001,53.53,0.00,0.00
510594821002,148.00,0.00,0.00
510594822011,221.06,0.00,0.00
510594822031,170.35,0.00,0.00
510594822032,232.96,0.00,0.00
510594822033,11.86,0.00,0.00
510594822034,55.44,0.00,0.00
510594822041,31.93,0.00,0.00
510594822042,27.41,0.00,0.00
510594822051,26.14,0.00,0.00
510594822052,202.54,0.00,0.00
510594822053,137.99,0.00,0.00
510594822061,96.14,0.00,0.00
510594823011,288.22,0.00,0.00
510594823012,71.99,0.00,0.00
510594823013,329.17,0.00,0.00
510594823021,79.07,0.00,0.00
510594823022,90.00,0.00,0.00
510594823031,158.33,0.00,0.00
510594823032,134.63,0.00,0.00
510594823033,91.80,0.00,0.00
510594824001,908.26,0.00,0.00
510594825021,129.19,0.00,0.00
510594825022,256.10,0.00,0.00
510594825031,287.16,0.00,0.00
510594825032,107.93,0.00,0.00
510594825033,247.17,0.00,0.00
510594825041,502.31,0.00,0.00
510594825042,313.39,0.00,0.00
510594825043,200.67,0.00,0.00
510594825051,572.92,0.00,0.00
510594825052,658.66,0.00,0.00
510594825061,63.76,0.00,0.00
510594825062,297.93,0.00,0.00
510594825071,171.38,0.00,0.00
510594825072,117.86,0.00,0.00
510594825073,46.83,0.00,0.00
510594826011,276.78,0.00,0.00
510594826012,467.60,0.00,0.00
510594826013,209.81,0.00,0.00
510594826031,387.11,0.00,0.00
510594826032,146.13,0.00,0.00
510594826041,463.04,0.00,0.00
510594826042,415.42,0.00,0.00
510594901011,410.66,0.00,0.00
510594901012,115.09,0.00,0.00
510594901013,257.85,0.00,0.00
510594901041,641.36,0.00,0.00
510594901042,1558.25,0.00,0.00
510594901051,496.86,0.00,0.00
510594901052,894.84,0.00,0.00
510594901053,171.24,0.00,0.00
510594905011,76.05,0.00,0.00
510594905012,203.02,0.00,0.00
510594905021,454.46,0.00,0.00
510594905022,627.45,0.00,0.00
510594905023,1147.02,0.00,0.00
510594910001,2557.12,0.00,0.00
510594911011,0.00,336.76,0.00
510594911012,1098.88,0.00,0.00
510594911021,380.07,0.00,0.00
510594911022,205.70,0.00,0.00
510594911031,95.15,0.00,0.00
510594911032,88.12,0.00,0.00
510594911033,69.67,0.00,0.00
510594911034,60.02,0.00,0.00
510594912011,62.02,0.00,0.00
510594912012,186.16,0.00,0.00
510594912013,136.36,0.00,0.00
510594912014,53.58,0.00,0.00
510594912021,185.34,0.00,0.00
510594913011,0.00,1913.91,0.00
510594913012,0.00,445.06,0.00
510594913013,0.00,114.93,0.00
510594913014,147.56,0.00,0.00
510594913021,99.39,0.00,0.00
510594913022,188.58,0.00,0.00
510594913031,159.48,0.00,0.00
510594913032,90.25,0.00,0.00
510594914011,123.67,0.00,0.00
510594914012,77.30,0.00,0.00
510594914013,71.07,0.00,0.00
510594914014,44.68,0.00,0.00
510594914021,164.67,0.00,0.00
510594914022,135.33,0.00,0.00
510594914031,260.02,0.00,0.00
510594914032,165.00,0.00,0.00
510594914041,177.40,0.00,0.00
510594914042,0.00,205.65,0.00
510594914051,419.56,0.00,0.00
510594915011,254.08,0.00,0.00
510594915012,190.78,0.00,0.00
510594915013,110.59,0.00,0.00
510594915021,467.59,0.00,0.00
510594915022,323.19,0.00,0.00
510594915023,256.40,0.00,0.00
510594916011,46.92,0.00,0.00
510594916012,198.24,0.00,0.00
510594916013,177.18,0.00,0.00
510594916021,213.39,0.00,0.00
510594916022,255.60,0.00,0.00
510594917011,185.43,0.00,0.00
510594917012,96.37,0.00,0.00
510594917013,64.82,0.00,0.00
510594917031,123.34,0.00,0.00
510594917032,175.41,0.00,0.00
510594917033,57.92,0.00,0.00
510594917041,38.51,0.00,0.00
510594917042,172.98,0.00,0.00
510594917043,111.69,0.00,0.00
510594917051,737.54,0.00,0.00
510594917061,66.00,0.00,0.00
510594917062,228.00,0.00,0.00
510594917071,136.94,0.00,0.00
510594917072,62.03,0.00,0.00
510594917073,45.84,0.00,0.00
510594918011,206.04,0.00,0.00
510594918012,73.99,0.00,0.00
510594918021,118.13,0.00,0.00
510594918022,206.91,0.00,0.00
510594918031,230.86,0.00,0.00
510594918032,192.25,0.00,0.00
510594918033,247.57,0.00,0.00
510594920001,1989.76,0.00,0.00
510594920002,2036.18,0.00,0.00
510594920003,1502.50,0.00,0.00
510594921001,3257.09,0.00,0.00
510594921002,1879.43,0.00,0.00
510594921003,644.19,0.00,0.00
510594921004,742.61,0.00,0.00
510594922011,0.00,1876.68,1876.68
510594922012,1846.60,0.00,0.00
510594922021,285.87,0.00,0.00
510594922022,391.11,0.00,0.00
510594922023,321.82,0.00,0.00
510594922031,0.00,191.33,0.00
510594922032,0.00,436.45,0.00
510594922033,552.79,0.00,0.00
510594923001,174.48,0.00,0.00
510594923002,262.21,0.00,0.00
510594924001,263.05,0.00,0.00
510594924002,216.09,0.00,0.00
510594925001,4234.79,0.00,0.00
510594925002,3802.77,0.00,0.00
510599801001,774.72,0.00,0.00
510599802001,2432.78,0.00,0.00
510599803001,265.75,0.00,0.00
510619301011,0.00,15202.54,15202.54
510619301012,0.00,1225.87,1225.87
510619301021,0.00,9255.70,9255.70
510619301022,0.00,16282.72,16282.72
510619302031,0.00,7690.84,7690.84
510619302032,0.00,24159.21,24159.21
510619302041,0.00,11484.43,11484.43
510619302042,0.00,8459.72,8459.72
510619302051,0.00,3440.57,3440.57
510619302052,0.00,5090.22,5090.22
510619302061,0.00,2953.02,2953.02
510619302062,0.00,3790.32,3790.32
510619302071,0.00,5129.12,5129.12
510619303031,0.00,1582.20,1582.20
510619303032,0.00,1389.44,1389.44
510619303041,0.00,4817.94,4817.94
510619303051,0.00,1244.70,1244.70
510619303052,434.33,0.00,0.00
510619303053,0.00,185.07,0.00
510619303061,0.00,2716.23,2716.23
510619304011,0.00,4834.11,0.00
510619304012,0.00,1293.18,0.00
510619304013,0.00,1197.61,1197.61
510619304021,0.00,1148.33,0.00
510619304022,0.00,4892.50,0.00
510619304023,2147.17,0.00,0.00
510619304041,0.00,7201.32,0.00
510619304042,0.00,19452.47,0.00
510619304051,454.88,0.00,0.00
510619304052,0.00,1706.66,0.00
510619307031,0.00,6032.55,6032.55
510619307032,0.00,3753.38,3753.38
510619307041,0.00,9348.33,9348.33
510619307042,0.00,4213.52,4213.52
510619307043,0.00,8809.38,8809.38
510619307051,0.00,5014.45,0.00
510619307052,0.00,12380.07,0.00
510619307061,0.00,3474.05,3474.05
510619307062,0.00,2097.31,0.00
510619307063,1246.81,0.00,0.00
510619307071,0.00,923.04,923.04
510619307072,0.00,4883.60,4883.60
510639201021,0.00,12115.42,12115.42
510639201022,0.00,6288.61,6288.61
510639201023,0.00,4073.81,4073.81
510639201031,0.00,11456.66,11456.66
510639201032,0.00,6831.74,6831.74
510639201033,0.00,8374.50,8374.50
510639201041,0.00,1945.21,1945.21
510639201042,0.00,10550.92,10550.92
510639202011,0.00,16947.21,16947.21
510639202012,0.00,15476.91,15476.91
510639202021,0.00,13239.68,13239.68
510639202022,0.00,11358.20,11358.20
510650201011,0.00,5739.92,5739.92
510650201012,0.00,5783.79,0.00
510650201013,0.00,6384.65,0.00
510650201014,0.00,3262.27,0.00
510650201031,0.00,757.77,0.00
510650201032,0.00,832.91,0.00
510650201041,0.00,2318.12,0.00
510650201042,586.24,0.00,0.00
510650201043,951.93,0.00,0.00
510650202001,0.00,12905.56,12905.56
510650202002,0.00,14145.95,14145.95
510650202003,0.00,10027.16,10027.16
510650202004,0.00,5694.36,5694.36
510650203001,0.00,13603.66,13603.66
510650203002,0.00,14142.54,14142.54
510650203003,0.00,4126.57,4126.57
510670201021,0.00,4770.61,4770.61
510670201022,0.00,1451.25,1451.25
510670201023,0.00,3172.92,3172.92
510670201031,0.00,957.93,957.93
510670201032,0.00,3072.69,3072.69
510670201041,0.00,1197.36,1197.36
510670201042,0.00,3066.17,3066.17
510670201043,0.00,1105.00,1105.00
510670202001,0.00,6402.28,6402.28
510670202002,0.00,3735.51,3735.51
510670202003,0.00,5632.19,5632.19
510670203011,0.00,5708.06,5708.06
510670203012,0.00,4158.54,4158.54
510670203021,0.00,3099.66,3099.66
510670203022,0.00,6772.41,6772.41
510670204001,0.00,6196.82,6196.82
510670204002,0.00,2953.82,0.00
510670204003,0.00,2815.72,2815.72
510670204004,0.00,3368.96,3368.96
510670205011,0.00,8004.60,8004.60
510670205012,0.00,3521.43,3521.43
510670205021,0.00,15629.58,15629.58
510670205022,0.00,5570.29,5570.29
510670205023,0.00,8300.24,8300.24
510670206001,0.00,2851.10,2851.10
510670206002,0.00,9432.16,0.00
510670206003,0.00,8739.34,8739.34
510670206004,0.00,11263.85,11263.85
510670207011,0.00,5926.08,5926.08
510670207012,0.00,7000.13,7000.13
510670207021,0.00,6864.87,6864.87
510670207022,0.00,10147.54,0.00
510670208011,0.00,917.01,0.00
510670208012,446.59,0.00,0.00
510670208013,0.00,925.86,0.00
510670208021,0.00,1278.64,1278.64
510670208022,0.00,2069.08,2069.08
510670209011,0.00,13470.04,13470.04
510670209012,0.00,16654.65,0.00
510670209021,0.00,4973.22,4973.22
510670209022,0.00,10484.95,10484.95
510670209023,0.00,13970.98,13970.98
510690501001,0.00,4318.65,0.00
510690501002,0.00,3432.29,3432.29
510690501003,0.00,911.44,911.44
510690501004,0.00,2863.31,0.00
510690502001,0.00,7594.58,0.00
510690502002,0.00,1840.18,1840.18
510690502003,0.00,7913.05,0.00
510690503001,0.00,16427.33,16427.33
510690503002,0.00,6874.70,6874.70
510690503003,0.00,4484.75,4484.75
510690503004,0.00,1906.93,1906.93
510690504011,0.00,9085.62,9085.62
510690504012,0.00,2178.73,2178.73
510690504013,0.00,5416.30,5416.30
510690504021,0.00,13003.53,13003.53
510690504022,0.00,3902.80,3902.80
510690505001,0.00,2551.36,2551.36
510690505002,0.00,1983.36,1983.36
510690505003,0.00,2504.18,0.00
510690505004,0.00,1996.24,1996.24
510690505005,0.00,4073.16,4073.16
510690506001,0.00,4035.27,4035.27
510690506002,0.00,5430.67,5430.67
510690506003,0.00,938.84,0.00
510690507001,0.00,2235.49,2235.49
510690507002,0.00,7386.02,0.00
510690508011,0.00,3686.04,0.00
510690508012,0.00,2247.73,2247.73
510690508013,0.00,751.31,0.00
510690508041,485.68,0.00,0.00
510690508042,0.00,387.69,0.00
510690508051,0.00,2052.31,2052.31
510690508052,0.00,398.56,0.00
510690508061,372.63,0.00,0.00
510690508062,348.15,0.00,0.00
510690508071,144.86,0.00,0.00
510690508072,0.00,580.57,0.00
510690508073,410.83,0.00,0.00
510690509001,0.00,3453.54,3453.54
510690509002,0.00,6078.63,0.00
510690510011,0.00,694.68,0.00
510690510012,0.00,608.13,0.00
510690510013,0.00,587.38,587.38
510690510021,243.22,0.00,0.00
510690510022,192.97,0.00,0.00
510690510023,423.06,0.00,0.00
510690510024,192.91,0.00,0.00
510690511021,1608.80,0.00,0.00
510690511022,0.00,1150.72,0.00
510690511023,0.00,471.88,0.00
510690511024,0.00,334.37,0.00
510690511031,532.00,0.00,0.00
510690511032,539.52,0.00,0.00
510690511041,0.00,627.38,627.38
510690511042,0.00,481.69,481.69
510719301001,0.00,9704.07,9704.07
510719301002,0.00,5967.93,5967.93
510719302001,0.00,9879.18,9879.18
510719302002,0.00,1514.14,1514.14
510719302003,0.00,10971.48,10971.48
510719303001,0.00,2761.37,2761.37
510719303002,0.00,1441.03,1441.03
510719303003,0.00,185.47,185.47
510719303004,0.00,8546.47,8546.47
510719303005,0.00,1912.05,1912.05
510719303006,0.00,701.77,701.77
510719304001,0.00,3100.76,3100.76
510719304002,0.00,20950.05,20950.05
510719304003,0.00,2670.69,2670.69
510719304004,0.00,83.15,83.15
510731001011,0.00,9771.89,9771.89
510731001012,0.00,6933.52,6933.52
510731001021,0.00,5570.80,5570.80
510731001022,0.00,4921.29,4921.29
510731002011,0.00,3029.11,3029.11
510731002012,0.00,4575.03,4575.03
510731002013,0.00,2654.36,2654.36
510731002021,0.00,2676.79,2676.79
510731002022,0.00,2428.65,2428.65
510731002031,0.00,426.61,426.61
510731002032,0.00,4169.00,4169.00
510731002033,0.00,1839.91,1839.91
510731002034,0.00,1069.84,1069.84
510731003011,503.13,0.00,0.00
510731003012,551.95,0.00,0.00
510731003013,672.31,0.00,0.00
510731003014,767.94,0.00,0.00
510731003021,1421.78,0.00,0.00
510731003022,220.48,0.00,0.00
510731003023,0.00,1810.48,1810.48
510731003024,0.00,1893.74,1893.74
510731004001,0.00,7279.89,7279.89
510731005001,9361.52,0.00,0.00
510754001011,0.00,7066.30,0.00
510754001012,0.00,5848.25,0.00
510754001021,0.00,8725.98,0.00
510754001022,0.00,6497.21,0.00
510754002001,0.00,4594.43,0.00
510754002002,0.00,12653.66,0.00
510754002003,0.00,3338.17,3338.17
510754002004,0.00,4720.92,4720.92
510754003001,0.00,721.39,721.39
510754004001,0.00,5188.89,5188.89
510754004002,0.00,11769.60,11769.60
510754004003,0.00,4147.15,4147.15
510754004004,0.00,4309.20,4309.20
510754005001,0.00,12940.46,12940.46
510754005002,0.00,8845.49,8845.49
510754005003,0.00,10976.66,10976.66
510770601011,0.00,3589.59,3589.59
510770601012,0.00,2886.53,2886.53
510770601013,0.00,2310.83,2310.83
510770601021,0.00,19955.85,0.00
510770601022,0.00,8892.50,0.00
510770601023,0.00,4688.00,0.00
510770601024,0.00,3755.00,3755.00
510770602011,0.00,10124.41,10124.41
510770602012,0.00,8641.08,8641.08
510770602013,0.00,5415.06,5415.06
510770602021,0.00,18101.78,18101.78
510770602022,0.00,13609.12,13609.12
510770602023,0.00,7909.10,7909.10
510770603001,0.00,13163.04,13163.04
510770603002,0.00,9128.52,9128.52
510790301011,0.00,7393.62,7393.62
510790301012,0.00,5117.95,5117.95
510790301021,0.00,10292.81,10292.81
510790301022,0.00,598.40,598.40
510790301023,0.00,1128.86,1128.86
510790301024,0.00,5833.84,5833.84
510790302011,0.00,890.77,890.77
510790302012,0.00,839.75,839.75
510790302013,0.00,697.64,697.64
510790302014,0.00,832.91,832.91
510790302021,0.00,3666.21,3666.21
510790302022,0.00,3982.21,3982.21
510818801011,0.00,6441.94,6441.94
510818801012,0.00,7196.58,0.00
510818801013,0.00,11835.20,0.00
510818801014,0.00,40690.26,0.00
510818801021,0.00,97.35,0.00
510818802001,0.00,37066.78,37066.78
510818802002,0.00,17717.14,0.00
510818802003,0.00,12027.45,12027.45
510839301001,0.00,15161.05,15161.05
510839301002,0.00,10857.07,10857.07
510839301003,0.00,11187.36,11187.36
510839302021,0.00,13861.82,13861.82
510839302022,0.00,7412.76,7412.76
510839302023,0.00,3093.03,3093.03
510839302031,0.00,9676.88,9676.88
510839302032,0.00,10098.79,10098.79
510839302033,0.00,11903.28,11903.28
510839302041,0.00,7928.46,7928.46
510839302042,0.00,9503.63,9503.63
510839303011,0.00,13437.82,13437.82
510839303012,0.00,24799.52,24799.52
510839303021,0.00,6678.00,6678.00
510839303022,0.00,15315.59,15315.59
510839303023,0.00,25658.27,0.00
510839304001,0.00,11511.93,11511.93
510839304002,0.00,8460.42,8460.42
510839304003,0.00,18879.05,0.00
510839304004,0.00,7750.99,7750.99
510839305001,0.00,10310.42,10310.42
510839305002,0.00,5345.87,5345.87
510839305003,0.00,3640.84,3640.84
510839305004,0.00,4120.03,4120.03
510839306011,0.00,6565.93,6565.93
510839306012,0.00,1308.42,1308.42
510839306021,0.00,2339.94,2339.94
510839306022,0.00,1817.45,1817.45
510839308001,0.00,649.81,649.81
510839308002,0.00,968.67,0.00
510839308003,0.00,537.41,0.00
510853201001,0.00,6320.41,6320.41
510853201002,0.00,11042.21,11042.21
510853201003,0.00,11002.97,11002.97
510853201004,0.00,11971.83,11971.83
510853202001,0.00,5110.81,5110.81
510853202002,0.00,4932.84,4932.84
510853202003,0.00,9659.99,9659.99
510853203001,0.00,11671.49,0.00
510853203002,0.00,4922.77,0.00
510853203003,0.00,10365.44,0.00
510853204001,0.00,5521.19,5521.19
510853204002,0.00,1995.91,0.00
510853204003,1354.12,0.00,0.00
510853205001,0.00,2272.92,2272.92
510853205002,0.00,4080.14,0.00
510853205003,0.00,5686.82,0.00
510853206011,0.00,641.83,641.83
510853206012,0.00,364.36,364.36
510853206013,0.00,822.32,822.32
510853206021,1337.24,0.00,0.00
510853206022,766.86,0.00,0.00
510853207011,0.00,2180.43,0.00
510853207012,0.00,6324.27,6324.27
510853207021,0.00,4745.97,0.00
510853207022,0.00,6037.64,6037.64
510853208011,6071.01,0.00,0.00
510853208031,0.00,1338.26,0.00
510853208032,0.00,313.89,0.00
510853208033,0.00,494.04,0.00
510853208041,0.00,361.73,0.00
510853208042,585.60,0.00,0.00
510853208043,0.00,413.32,0.00
510853208051,701.04,0.00,0.00
510853208052,1421.71,0.00,0.00
510853209011,500.92,0.00,0.00
510853209012,0.00,2242.24,0.00
510853209013,1096.68,0.00,0.00
510853209021,1753.17,0.00,0.00
510853209022,1803.34,0.00,0.00
510853210011,354.48,0.00,0.00
510853210012,159.32,0.00,0.00
510853210013,1025.94,0.00,0.00
510853210031,902.56,0.00,0.00
510853210041,0.00,1770.46,1770.46
510853210042,237.02,0.00,0.00
510853210043,730.62,0.00,0.00
510853211001,890.10,0.00,0.00
510853211002,308.20,0.00,0.00
510853211003,875.12,0.00,0.00
510853212011,629.40,0.00,0.00
510853212012,701.84,0.00,0.00
510853212013,1164.97,0.00,0.00
510853212021,1222.53,0.00,0.00
510853212022,192.96,0.00,0.00
510853212023,437.05,0.00,0.00
510853213001,655.37,0.00,0.00
510853213002,2940.28,0.00,0.00
510853213003,628.45,0.00,0.00
510853213004,591.56,0.00,0.00
510853214011,0.00,7017.64,7017.64
510853214021,6330.93,0.00,0.00
510853214022,0.00,6617.85,0.00
510853214031,0.00,9706.09,9706.09
510872001061,226.09,0.00,0.00
510872001062,288.11,0.00,0.00
510872001063,48.65,0.00,0.00
510872001064,145.62,0.00,0.00
510872001081,1125.58,0.00,0.00
510872001082,2971.06,0.00,0.00
510872001091,391.96,0.00,0.00
510872001092,340.51,0.00,0.00
510872001093,356.95,0.00,0.00
510872001221,262.04,0.00,0.00
510872001222,265.15,0.00,0.00
510872001223,266.85,0.00,0.00
510872001231,0.00,218.30,0.00
510872001232,51.11,0.00,0.00
510872001233,76.93,0.00,0.00
510872001241,260.52,0.00,0.00
510872001242,352.88,0.00,0.00
510872001243,152.89,0.00,0.00
510872001251,46.95,0.00,0.00
510872001252,68.96,0.00,0.00
510872001253,69.76,0.00,0.00
510872001254,57.62,0.00,0.00
510872001261,245.18,0.00,0.00
510872001262,92.07,0.00,0.00
510872001263,69.22,0.00,0.00
510872001271,251.97,0.00,0.00
510872001272,390.67,0.00,0.00
510872001273,201.24,0.00,0.00
510872001274,295.87,0.00,0.00
510872001311,115.77,0.00,0.00
510872001312,325.00,0.00,0.00
510872001321,310.83,0.00,0.00
510872001322,375.04,0.00,0.00
510872001331,0.00,524.91,0.00
510872001332,60.05,0.00,0.00
510872001333,42.25,0.00,0.00
510872001341,675.82,0.00,0.00
510872001342,185.30,0.00,0.00
510872001343,273.19,0.00,0.00
510872001351,344.63,0.00,0.00
510872001352,285.50,0.00,0.00
510872001361,336.39,0.00,0.00
510872001362,0.00,264.52,0.00
510872001371,52.43,0.00,0.00
510872001372,215.41,0.00,0.00
510872001381,147.19,0.00,0.00
510872001382,260.44,0.00,0.00
510872001383,382.10,0.00,0.00
510872001391,0.00,489.72,0.00
510872001392,64.90,0.00,0.00
510872001393,0.00,162.93,0.00
510872001401,0.00,499.56,0.00
510872001402,0.00,586.03,0.00
510872001411,402.25,0.00,0.00
510872001412,114.93,0.00,0.00
510872001421,158.54,0.00,0.00
510872001422,159.52,0.00,0.00
510872001423,224.74,0.00,0.00
510872001431,526.89,0.00,0.00
510872001441,39.09,0.00,0.00
510872001442,106.84,0.00,0.00
510872001443,332.40,0.00,0.00
510872001451,0.00,421.71,0.00
510872001452,469.99,0.00,0.00
510872001461,47.88,0.00,0.00
510872001462,227.79,0.00,0.00
510872001463,0.00,197.07,197.07
510872001471,329.63,0.00,0.00
510872001472,414.84,0.00,0.00
510872001473,0.00,1526.37,0.00
510872001481,0.00,614.94,614.94
510872001482,52.81,0.00,0.00
510872001483,248.94,0.00,0.00
510872001491,366.72,0.00,0.00
510872001492,179.27,0.00,0.00
510872001493,82.12,0.00,0.00
510872001494,262.64,0.00,0.00
510872001501,794.68,0.00,0.00
510872001502,572.83,0.00,0.00
510872001503,479.56,0.00,0.00
510872001511,176.01,0.00,0.00
510872001512,139.78,0.00,0.00
510872001513,382.94,0.00,0.00
510872001514,643.14,0.00,0.00
510872001521,216.50,0.00,0.00
510872001522,277.31,0.00,0.00
510872001531,61.70,0.00,0.00
510872001532,148.56,0.00,0.00
510872001533,348.53,0.00,0.00
510872002011,300.60,0.00,0.00
510872002012,320.24,0.00,0.00
510872002021,268.90,0.00,0.00
510872002022,239.94,0.00,0.00
510872002023,176.08,0.00,0.00
510872002024,161.60,0.00,0.00
510872003011,68.28,0.00,0.00
510872003012,253.01,0.00,0.00
510872003021,148.89,0.00,0.00
510872003022,208.54,0.00,0.00
510872003023,244.50,0.00,0.00
510872003031,360.90,0.00,0.00
510872003032,347.89,0.00,0.00
510872003051,381.44,0.00,0.00
510872003052,304.63,0.00,0.00
510872003053,300.58,0.00,0.00
510872004041,324.08,0.00,0.00
510872004042,60.02,0.00,0.00
510872004043,145.87,0.00,0.00
510872004071,339.30,0.00,0.00
510872004072,198.28,0.00,0.00
510872004073,34.01,0.00,0.00
510872004074,232.02,0.00,0.00
510872004091,536.62,0.00,0.00
510872004111,188.85,0.00,0.00
510872004112,63.13,0.00,0.00
510872004113,58.31,0.00,0.00
510872004114,111.57,0.00,0.00
510872004115,181.54,0.00,0.00
510872004121,59.91,0.00,0.00
510872004122,232.68,0.00,0.00
510872004131,385.36,0.00,0.00
510872004132,258.17,0.00,0.00
510872004133,353.34,0.00,0.00
510872004141,406.74,0.00,0.00
510872004142,199.00,0.00,0.00
510872004143,297.87,0.00,0.00
510872004151,0.00,1321.68,0.00
510872004152,88.36,0.00,0.00
510872004153,0.00,98.12,0.00
510872004161,167.60,0.00,0.00
510872004162,398.02,0.00,0.00
510872004163,365.31,0.00,0.00
510872004164,902.74,0.00,0.00
510872004171,29.17,0.00,0.00
510872004172,31.52,0.00,0.00
510872004173,92.82,0.00,0.00
510872004174,80.30,0.00,0.00
510872004181,85.37,0.00,0.00
510872004182,139.76,0.00,0.00
510872004183,107.57,0.00,0.00
510872005011,455.00,0.00,0.00
510872005012,241.35,0.00,0.00
510872005021,301.53,0.00,0.00
510872005022,956.91,0.00,0.00
510872005031,390.90,0.00,0.00
510872005032,458.16,0.00,0.00
510872005033,588.03,0.00,0.00
510872006001,162.09,0.00,0.00
510872006002,162.90,0.00,0.00
510872006003,128.06,0.00,0.00
510872006004,146.38,0.00,0.00
510872007001,51.26,0.00,0.00
510872007002,199.66,0.00,0.00
510872007003,117.17,0.00,0.00
510872007004,318.15,0.00,0.00
510872008011,494.76,0.00,0.00
510872008012,129.17,0.00,0.00
510872008013,640.99,0.00,0.00
510872008021,202.24,0.00,0.00
510872008022,668.76,0.00,0.00
510872008051,715.78,0.00,0.00
510872008052,106.63,0.00,0.00
510872008053,54.93,0.00,0.00
510872008054,359.53,0.00,0.00
510872008061,274.37,0.00,0.00
510872008071,27.04,0.00,0.00
510872008072,37.97,0.00,0.00
510872008073,85.70,0.00,0.00
510872008074,905.52,0.00,0.00
510872009041,373.07,0.00,0.00
510872009042,1228.21,0.00,0.00
510872009043,1139.78,0.00,0.00
510872009044,756.30,0.00,0.00
510872009051,326.30,0.00,0.00
510872009052,190.94,0.00,0.00
510872009053,332.80,0.00,0.00
510872009054,489.73,0.00,0.00
510872009061,469.09,0.00,0.00
510872009062,947.26,0.00,0.00
510872009071,0.00,854.99,0.00
510872009072,439.77,0.00,0.00
510872009073,856.06,0.00,0.00
510872009081,577.02,0.00,0.00
510872009082,374.65,0.00,0.00
510872010011,857.28,0.00,0.00
510872010012,1043.25,0.00,0.00
510872010013,119.99,0.00,0.00
510872010014,417.63,0.00,0.00
510872010021,230.53,0.00,0.00
510872010022,346.83,0.00,0.00
510872010023,169.44,0.00,0.00
510872010031,0.00,433.68,0.00
510872010032,551.28,0.00,0.00
510872010033,215.76,0.00,0.00
510872011021,249.17,0.00,0.00
510872011022,584.19,0.00,0.00
510872011023,56.42,0.00,0.00
510872011024,77.37,0.00,0.00
510872011031,47.08,0.00,0.00
510872011032,0.00,427.36,0.00
510872011041,724.96,0.00,0.00
510872011042,523.72,0.00,0.00
510872012031,180.39,0.00,0.00
510872012032,1931.74,0.00,0.00
510872012041,299.78,0.00,0.00
510872012042,173.15,0.00,0.00
510872012043,152.89,0.00,0.00
510872012051,259.48,0.00,0.00
510872012052,314.31,0.00,0.00
510872012053,356.73,0.00,0.00
510872012061,194.55,0.00,0.00
510872012062,198.29,0.00,0.00
510872014031,646.18,0.00,0.00
510872014032,3600.11,0.00,0.00
510872014033,1512.78,0.00,0.00
510872014034,107.88,0.00,0.00
510872014035,133.18,0.00,0.00
510872014041,0.00,1656.22,1656.22
510872014042,0.00,844.40,844.40
510872014043,0.00,2889.84,2889.84
510872014051,572.44,0.00,0.00
510872014061,364.67,0.00,0.00
510872014062,343.28,0.00,0.00
510872014063,204.74,0.00,0.00
510872014064,587.13,0.00,0.00
510872015021,0.00,4715.44,0.00
510872015022,0.00,737.84,0.00
510872015023,0.00,2745.96,0.00
510872015031,371.60,0.00,0.00
510872015032,760.58,0.00,0.00
510872015033,299.58,0.00,0.00
510872015041,2934.64,0.00,0.00
510872015042,147.21,0.00,0.00
510872015043,605.25,0.00,0.00
510872016011,0.00,3460.96,3460.96
510872016012,0.00,6137.60,6137.60
510872016021,2935.68,0.00,0.00
510872016022,7659.88,0.00,0.00
510872016023,827.06,0.00,0.00
510872016024,5033.33,0.00,0.00
510872017011,775.64,0.00,0.00
510872017012,0.00,353.96,0.00
510879801001,0.00,2182.78,0.00
510890101001,464.79,0.00,0.00
510890101002,1097.83,0.00,0.00
510890101003,468.14,0.00,0.00
510890101004,945.16,0.00,0.00
